ID,GEO_ID,Address_ID,COD_BARRIO,BARRIO,links_barrio,COD_DISTRITO,DISTRITO,links_district,ESTADO,LATITUD,LONGITUD,TIPO_VIA,NOM_VIA,NUM_VIA,COD_POSTAL,CODIGO_INTERNO,MODELO
464731,464731_GEO,464731_Address_ID,161,Palomas,https://wikidata.org/entity/Q390460,16,Hortaleza,https://wikidata.org/entity/Q1928529,OPERATIVO,40.45379609,-3.614095,CALLE,CONDE DE LAS POSADAS,20,28042,223714,50_LTS_EX
464800,464800_GEO,464800_Address_ID,162,La Piovera,https://wikidata.org/entity/Q5964851,16,Hortaleza,https://wikidata.org/entity/Q1928529,OPERATIVO,40.45810415,-3.62362904,AVENIDA,PAPA NEGRO,22,28043,223788,50_LTS_EX
464805,464805_GEO,464805_Address_ID,136,Numancia,https://wikidata.org/entity/Q10338144,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,OPERATIVO,40.39995411,-3.65406804,CALLE,RAMON PEREZ DE AYALA,46,28038,223795,50_LTS_EX
464818,464818_GEO,464818_Address_ID,136,Numancia,https://wikidata.org/entity/Q10338144,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,OPERATIVO,40.3977201,-3.65498004,CALLE,RAMON PEREZ DE AYALA,3,28038,223808,50_LTS_EX
464832,464832_GEO,464832_Address_ID,162,La Piovera,https://wikidata.org/entity/Q5964851,16,Hortaleza,https://wikidata.org/entity/Q1928529,OPERATIVO,40.45993112,-3.62550699,CALLE,JOSE IGNACIO AVILA,5,28043,223822,50_LTS_EX
464852,464852_GEO,464852_Address_ID,162,La Piovera,https://wikidata.org/entity/Q5964851,16,Hortaleza,https://wikidata.org/entity/Q1928529,OPERATIVO,40.45988016,-3.62340002,CALLE,FRANCISCO MOREJON,9,28043,223843,50_LTS_EX
464880,464880_GEO,464880_Address_ID,162,La Piovera,https://wikidata.org/entity/Q5964851,16,Hortaleza,https://wikidata.org/entity/Q1928529,OPERATIVO,40.46088016,-3.62844005,CALLE,FLORENCIO CASTILLO,2,28043,223873,50_LTS_EX
464915,464915_GEO,464915_Address_ID,136,Numancia,https://wikidata.org/entity/Q10338144,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,OPERATIVO,40.40034009,-3.65879002,CALLE,PUERTO DE COTOS,10,28038,223910,50_LTS_EX
464732,464732_GEO,464732_Address_ID,161,Palomas,https://wikidata.org/entity/Q390460,16,Hortaleza,https://wikidata.org/entity/Q1928529,OPERATIVO,40.45450716,-3.61367395,CALLE,ENRIQUE DE PRADA,7,28042,223716,50_LTS_EX
464753,464753_GEO,464753_Address_ID,136,Numancia,https://wikidata.org/entity/Q10338144,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,OPERATIVO,40.40219015,-3.66122999,CALLE,PICO ALMANZOR,17,28038,223738,50_LTS_EX
464757,464757_GEO,464757_Address_ID,136,Numancia,https://wikidata.org/entity/Q10338144,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,OPERATIVO,40.40136313,-3.66143201,CALLE,FERNANDO GIRALDEZ,35,28038,223742,50_LTS_EX
464787,464787_GEO,464787_Address_ID,162,La Piovera,https://wikidata.org/entity/Q5964851,16,Hortaleza,https://wikidata.org/entity/Q1928529,OPERATIVO,40.4554301,-3.62306003,AVENIDA,MACHUPICHU,2,28043,223774,50_LTS_EX
464791,464791_GEO,464791_Address_ID,162,La Piovera,https://wikidata.org/entity/Q5964851,16,Hortaleza,https://wikidata.org/entity/Q1928529,OPERATIVO,40.45646011,-3.62375996,AVENIDA,MACHUPICHU,12,28043,223779,50_LTS_EX
464811,464811_GEO,464811_Address_ID,136,Numancia,https://wikidata.org/entity/Q10338144,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,OPERATIVO,40.39877113,-3.65450699,CALLE,RAMON PEREZ DE AYALA,18,28038,223801,50_LTS_EX
464885,464885_GEO,464885_Address_ID,162,La Piovera,https://wikidata.org/entity/Q5964851,16,Hortaleza,https://wikidata.org/entity/Q1928529,OPERATIVO,40.46086812,-3.62625898,AVENIDA,MACHUPICHU,34,28043,223878,50_LTS_EX
464894,464894_GEO,464894_Address_ID,162,La Piovera,https://wikidata.org/entity/Q5964851,16,Hortaleza,https://wikidata.org/entity/Q1928529,OPERATIVO,40.46092009,-3.63217003,AVENIDA,MACHUPICHU,69,28043,223889,50_LTS_EX
464901,464901_GEO,464901_Address_ID,136,Numancia,https://wikidata.org/entity/Q10338144,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,OPERATIVO,40.40018008,-3.66045001,CALLE,SIERRA TOLEDANA,2,28038,223896,50_LTS_EX
464903,464903_GEO,464903_Address_ID,136,Numancia,https://wikidata.org/entity/Q10338144,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,OPERATIVO,40.39897014,-3.66035994,CAMINO,VALDERRIBAS,93 B,28038,223898,50_LTS_EX
464910,464910_GEO,464910_Address_ID,162,La Piovera,https://wikidata.org/entity/Q5964851,16,Hortaleza,https://wikidata.org/entity/Q1928529,OPERATIVO,40.46242016,-3.63523002,AVENIDA,MACHUPICHU,95,28043,223905,50_LTS_EX
464928,464928_GEO,464928_Address_ID,162,La Piovera,https://wikidata.org/entity/Q5964851,16,Hortaleza,https://wikidata.org/entity/Q1928529,OPERATIVO,40.4625801,-3.63304002,CALLE,SILVANO,116,28043,223923,50_LTS_EX
464937,464937_GEO,464937_Address_ID,206,Rejas,https://wikidata.org/entity/Q10359029,20,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,OPERATIVO,40.44389009,-3.58045004,CALLE,NAVARIDAS,9,28022,223932,50_LTS_EX
464960,464960_GEO,464960_Address_ID,162,La Piovera,https://wikidata.org/entity/Q5964851,16,Hortaleza,https://wikidata.org/entity/Q1928529,OPERATIVO,40.46165013,-3.62935999,CALLE,DIONISIO INCA YUPANQUI,6,28043,223956,50_LTS_EX
464978,464978_GEO,464978_Address_ID,206,Rejas,https://wikidata.org/entity/Q10359029,20,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,OPERATIVO,40.44319113,-3.58785801,CALLE,DEYANIRA,21,28022,223976,50_LTS_EX
464189,464189_GEO,464189_Address_ID,135,Portazgo,https://wikidata.org/entity/Q18005921,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,OPERATIVO,40.39398812,-3.64140803,CALLE,BENJAMIN PALENCIA,76,28038,223120,50_LTS_EX
464182,464182_GEO,464182_Address_ID,135,Portazgo,https://wikidata.org/entity/Q18005921,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,OPERATIVO,40.38839517,-3.64466701,AVENIDA,PABLO NERUDA,48,28038,223113,50_LTS_EX
464248,464248_GEO,464248_Address_ID,206,Rejas,https://wikidata.org/entity/Q10359029,20,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,OPERATIVO,40.44703009,-3.59499996,CALLE,OCHO,7,28022,223187,50_LTS_EX
464263,464263_GEO,464263_Address_ID,206,Rejas,https://wikidata.org/entity/Q10359029,20,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,OPERATIVO,40.44773614,-3.59424404,AVENIDA,SEGUNDA,4,28022,223203,50_LTS_EX
464232,464232_GEO,464232_Address_ID,135,Portazgo,https://wikidata.org/entity/Q18005921,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,OPERATIVO,40.39460113,-3.64955303,CALLE,BENJAMIN PALENCIA,16,28038,223170,50_LTS_EX
464282,464282_GEO,464282_Address_ID,206,Rejas,https://wikidata.org/entity/Q10359029,20,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,OPERATIVO,40.44457716,-3.59610999,AVENIDA,QUINTA,26,28022,223224,50_LTS_EX
464168,464168_GEO,464168_Address_ID,162,La Piovera,https://wikidata.org/entity/Q5964851,16,Hortaleza,https://wikidata.org/entity/Q1928529,OPERATIVO,40.45823012,-3.62759,CALLE,JOSE RIZAL,101,28043,223099,50_LTS_EX
464334,464334_GEO,464334_Address_ID,206,Rejas,https://wikidata.org/entity/Q10359029,20,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,OPERATIVO,40.44610014,-3.57411003,CALLE,FUEMBELLIDA,35,28022,223278,50_LTS_EX
464436,464436_GEO,464436_Address_ID,136,Numancia,https://wikidata.org/entity/Q10338144,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,OPERATIVO,40.40321211,-3.65537903,CALLE,MARISMAS,2,28038,223390,50_LTS_EX
464557,464557_GEO,464557_Address_ID,136,Numancia,https://wikidata.org/entity/Q10338144,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,OPERATIVO,40.40369712,-3.65643398,CALLE,PEÑA LABRA,12,28038,223521,50_LTS_EX
464582,464582_GEO,464582_Address_ID,161,Palomas,https://wikidata.org/entity/Q390460,16,Hortaleza,https://wikidata.org/entity/Q1928529,OPERATIVO,40.45205413,-3.61504199,CALLE,GUADALAJARA,7,28042,223549,50_LTS_EX
464606,464606_GEO,464606_Address_ID,161,Palomas,https://wikidata.org/entity/Q390460,16,Hortaleza,https://wikidata.org/entity/Q1928529,OPERATIVO,40.45315013,-3.61171995,CALLE,ARMONIA,22,28042,223575,50_LTS_EX
464666,464666_GEO,464666_Address_ID,161,Palomas,https://wikidata.org/entity/Q390460,16,Hortaleza,https://wikidata.org/entity/Q1928529,OPERATIVO,40.4524291,-3.60808995,CALLE,PISUEÑA,52,28042,223641,50_LTS_EX
464669,464669_GEO,464669_Address_ID,161,Palomas,https://wikidata.org/entity/Q390460,16,Hortaleza,https://wikidata.org/entity/Q1928529,OPERATIVO,40.45196008,-3.60779997,CALLE,MAESTRA FELISA LOZANO,13,28042,223644,50_LTS_EX
464688,464688_GEO,464688_Address_ID,136,Numancia,https://wikidata.org/entity/Q10338144,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,OPERATIVO,40.40074814,-3.66515898,CAMINO,VALDERRIBAS,37 A,28038,223664,50_LTS_EX
464690,464690_GEO,464690_Address_ID,161,Palomas,https://wikidata.org/entity/Q390460,16,Hortaleza,https://wikidata.org/entity/Q1928529,OPERATIVO,40.45073009,-3.60797003,AVENIDA,LOGROÑO,27,28042,223666,50_LTS_EX
467198,467198_GEO,467198_Address_ID,133,Palomeras Bajas,https://wikidata.org/entity/Q10343902,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,OPERATIVO,40.38106413,-3.66545,CALLE,CANDILEJAS,80,28018,226367,50_LTS_EX
467214,467214_GEO,467214_Address_ID,132,San Diego,https://wikidata.org/entity/Q11946851,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,OPERATIVO,40.38309514,-3.66604302,CALLE,PUERTO DE LA MORCUERA,19,28018,299271,50_LTS_EX
467324,467324_GEO,467324_Address_ID,056,Castilla,https://wikidata.org/entity/Q3813735,05,Chamartín,https://wikidata.org/entity/Q1766348,OPERATIVO,40.47124008,-3.68744998,PASEO,CASTELLANA,246,28046,226500,50_LTS_EX
467338,467338_GEO,467338_Address_ID,056,Castilla,https://wikidata.org/entity/Q3813735,05,Chamartín,https://wikidata.org/entity/Q1766348,OPERATIVO,40.47315217,-3.68690005,PASEO,CASTELLANA,268,28046,226515,50_LTS_EX
467450,467450_GEO,467450_Address_ID,133,Palomeras Bajas,https://wikidata.org/entity/Q10343902,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,OPERATIVO,40.38402016,-3.66311801,CALLE,PAYASO FOFO,40,28018,226634,50_LTS_EX
464985,464985_GEO,464985_Address_ID,206,Rejas,https://wikidata.org/entity/Q10359029,20,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,OPERATIVO,40.44347016,-3.59040001,CALLE,ARACNE,33,28022,223983,50_LTS_EX
464992,464992_GEO,464992_Address_ID,206,Rejas,https://wikidata.org/entity/Q10359029,20,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,OPERATIVO,40.44529009,-3.58945996,CALLE,PIRRA,14 D,28022,223990,50_LTS_EX
465016,465016_GEO,465016_Address_ID,136,Numancia,https://wikidata.org/entity/Q10338144,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,OPERATIVO,40.39999113,-3.65795902,CALLE,PUERTO DE NAVACERRADA,13,28038,224015,50_LTS_EX
464196,464196_GEO,464196_Address_ID,135,Portazgo,https://wikidata.org/entity/Q18005921,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,OPERATIVO,40.39140814,-3.64998399,CALLE,CARLOS SOLE,52,28038,223128,50_LTS_EX
464221,464221_GEO,464221_Address_ID,135,Portazgo,https://wikidata.org/entity/Q18005921,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,OPERATIVO,40.39401617,-3.65308797,CALLE,JOSE PAULETE,47,28038,223155,50_LTS_EX
464231,464231_GEO,464231_Address_ID,161,Palomas,https://wikidata.org/entity/Q390460,16,Hortaleza,https://wikidata.org/entity/Q1928529,OPERATIVO,40.45178013,-3.62418994,CALLE,ABELIAS,16,28042,223169,50_LTS_EX
464243,464243_GEO,464243_Address_ID,161,Palomas,https://wikidata.org/entity/Q390460,16,Hortaleza,https://wikidata.org/entity/Q1928529,OPERATIVO,40.45200013,-3.62133002,AVENIDA,ARROYO DEL SANTO,11,28042,301971,50_LTS_EX
464373,464373_GEO,464373_Address_ID,161,Palomas,https://wikidata.org/entity/Q390460,16,Hortaleza,https://wikidata.org/entity/Q1928529,OPERATIVO,40.45073713,-3.61858101,CALLE,ESPIREA,1,28042,223321,50_LTS_EX
464407,464407_GEO,464407_Address_ID,136,Numancia,https://wikidata.org/entity/Q10338144,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,OPERATIVO,40.40145509,-3.65348098,CALLE,MARISMAS,24,28038,223359,50_LTS_EX
464453,464453_GEO,464453_Address_ID,161,Palomas,https://wikidata.org/entity/Q390460,16,Hortaleza,https://wikidata.org/entity/Q1928529,OPERATIVO,40.45527015,-3.61799999,AVENIDA,ARCES,24 D,28042,223412,50_LTS_EX
464460,464460_GEO,464460_Address_ID,136,Numancia,https://wikidata.org/entity/Q10338144,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,OPERATIVO,40.40015012,-3.65034994,CALLE,RAMON PEREZ DE AYALA,92,28038,223419,50_LTS_EX
464499,464499_GEO,464499_Address_ID,206,Rejas,https://wikidata.org/entity/Q10359029,20,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,OPERATIVO,40.44368011,-3.58314995,CALLE,CAMPEZO,14,28022,223460,50_LTS_EX
464649,464649_GEO,464649_Address_ID,136,Numancia,https://wikidata.org/entity/Q10338144,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,OPERATIVO,40.4038801,-3.66020004,PLAZA,DOCTOR LOZANO,13,28038,223621,50_LTS_EX
467188,467188_GEO,467188_Address_ID,132,San Diego,https://wikidata.org/entity/Q11946851,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,OPERATIVO,40.38269209,-3.66427001,AVENIDA,SAN DIEGO,156,28018,226357,50_LTS_EX
467263,467263_GEO,467263_Address_ID,163,Canillas,https://wikidata.org/entity/Q9694341,16,Hortaleza,https://wikidata.org/entity/Q1928529,OPERATIVO,40.46300009,-3.64938,CARRETERA,CANILLAS,27,28043,226434,50_LTS_EX
467313,467313_GEO,467313_Address_ID,163,Canillas,https://wikidata.org/entity/Q9694341,16,Hortaleza,https://wikidata.org/entity/Q1928529,OPERATIVO,40.4650791,-3.65337497,CALLE,RICARDO SAN JUAN,22,28043,226489,50_LTS_EX
467368,467368_GEO,467368_Address_ID,056,Castilla,https://wikidata.org/entity/Q3813735,05,Chamartín,https://wikidata.org/entity/Q1766348,OPERATIVO,40.47077011,-3.68519998,CALLE,AGUSTIN DE FOXA,27,28036,226549,50_LTS_EX
467505,467505_GEO,467505_Address_ID,164,Pinar del Rey,https://wikidata.org/entity/Q10349788,16,Hortaleza,https://wikidata.org/entity/Q1928529,OPERATIVO,40.46880015,-3.64796997,CALLE,AGUSTIN DE ITURBIDE,6,28043,226696,50_LTS_EX
467519,467519_GEO,467519_Address_ID,163,Canillas,https://wikidata.org/entity/Q9694341,16,Hortaleza,https://wikidata.org/entity/Q1928529,OPERATIVO,40.46928014,-3.64318003,AVENIDA,GRAN VIA DE HORTALEZA,94,28043,226710,50_LTS_EX
467544,467544_GEO,467544_Address_ID,164,Pinar del Rey,https://wikidata.org/entity/Q10349788,16,Hortaleza,https://wikidata.org/entity/Q1928529,OPERATIVO,40.46799013,-3.64831005,AVENIDA,GRAN VIA DE HORTALEZA,49,28043,226735,50_LTS_EX
467645,467645_GEO,467645_Address_ID,132,San Diego,https://wikidata.org/entity/Q11946851,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,OPERATIVO,40.38897416,-3.666787,CALLE,SIERRA DE ALQUIFE,10,28053,226846,50_LTS_EX
467651,467651_GEO,467651_Address_ID,164,Pinar del Rey,https://wikidata.org/entity/Q10349788,16,Hortaleza,https://wikidata.org/entity/Q1928529,OPERATIVO,40.46998013,-3.64390994,CALLE,AGUSTIN DE ITURBIDE,32,28043,226852,50_LTS_EX
467686,467686_GEO,467686_Address_ID,164,Pinar del Rey,https://wikidata.org/entity/Q10349788,16,Hortaleza,https://wikidata.org/entity/Q1928529,OPERATIVO,40.46994012,-3.65077995,CALLE,ANGEL LUIS DE LA HERRAN,3,28043,226891,50_LTS_EX
467717,467717_GEO,467717_Address_ID,132,San Diego,https://wikidata.org/entity/Q11946851,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,OPERATIVO,40.38914313,-3.66590099,CALLE,PALOMERAS,45,28053,226922,50_LTS_EX
467756,467756_GEO,467756_Address_ID,164,Pinar del Rey,https://wikidata.org/entity/Q10349788,16,Hortaleza,https://wikidata.org/entity/Q1928529,OPERATIVO,40.47480413,-3.651233,AVENIDA,VIRGEN DEL CARMEN,46,28033,226965,50_LTS_EX
467860,467860_GEO,467860_Address_ID,164,Pinar del Rey,https://wikidata.org/entity/Q10349788,16,Hortaleza,https://wikidata.org/entity/Q1928529,OPERATIVO,40.47396117,-3.65190196,CALLE,COSTA DEL SOL,16,28033,227077,50_LTS_EX
467968,467968_GEO,467968_Address_ID,055,Nueva España,https://wikidata.org/entity/Q10338128,05,Chamartín,https://wikidata.org/entity/Q1766348,OPERATIVO,40.46770017,-3.67688996,CALLE,MEMORIAL 11 DE MARZO DE 2004,4,28016,227192,50_LTS_EX
468111,468111_GEO,468111_Address_ID,091,Casa de Campo,https://wikidata.org/entity/Q16302441,09,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,OPERATIVO,40.41312811,-3.73338497,AVENIDA,PORTUGAL,107,28011,227346,50_LTS_EX
468124,468124_GEO,468124_Address_ID,155,San Pascual,https://wikidata.org/entity/Q165612,15,Ciudad Lineal,https://wikidata.org/entity/Q1763694,OPERATIVO,40.44560412,-3.64739599,CALLE,ARTURO SORIA,75,28027,227360,50_LTS_EX
468169,468169_GEO,468169_Address_ID,055,Nueva España,https://wikidata.org/entity/Q10338128,05,Chamartín,https://wikidata.org/entity/Q1766348,OPERATIVO,40.46667015,-3.68448183,CALLE,DONOSO MONTESINOS,11,28036,227406,50_LTS_EX
468166,468166_GEO,468166_Address_ID,155,San Pascual,https://wikidata.org/entity/Q165612,15,Ciudad Lineal,https://wikidata.org/entity/Q1763694,OPERATIVO,40.44543011,-3.64953999,CALLE,AMARA,9,28027,227403,50_LTS_EX
468213,468213_GEO,468213_Address_ID,055,Nueva España,https://wikidata.org/entity/Q10338128,05,Chamartín,https://wikidata.org/entity/Q1766348,OPERATIVO,40.46650009,-3.68599702,CALLE,GENERAL LOPEZ POZAS,24,28036,227451,50_LTS_EX
468220,468220_GEO,468220_Address_ID,154,Concepción,https://wikidata.org/entity/Q11915156,15,Ciudad Lineal,https://wikidata.org/entity/Q1763694,OPERATIVO,40.44170012,-3.64912004,CALLE,BATERIAS,8,28027,227458,50_LTS_EX
468226,468226_GEO,468226_Address_ID,056,Castilla,https://wikidata.org/entity/Q3813735,05,Chamartín,https://wikidata.org/entity/Q1766348,OPERATIVO,40.46653013,-3.68743003,CALLE,MATEO INURRIA,5,28036,227464,50_LTS_EX
467453,467453_GEO,467453_Address_ID,163,Canillas,https://wikidata.org/entity/Q9694341,16,Hortaleza,https://wikidata.org/entity/Q1928529,OPERATIVO,40.4689101,-3.64460997,AVENIDA,GRAN VIA DE HORTALEZA,84,28043,300123,50_LTS_EX
467499,467499_GEO,467499_Address_ID,133,Palomeras Bajas,https://wikidata.org/entity/Q10343902,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,OPERATIVO,40.38646508,-3.66097203,CALLE,CANDILEJAS,2,28018,226688,50_LTS_EX
467503,467503_GEO,467503_Address_ID,154,Concepción,https://wikidata.org/entity/Q11915156,15,Ciudad Lineal,https://wikidata.org/entity/Q1763694,OPERATIVO,40.44683516,-3.64490396,CALLE,MARQUES DE PORTUGALETE,18,28027,226694,50_LTS_EX
467578,467578_GEO,467578_Address_ID,164,Pinar del Rey,https://wikidata.org/entity/Q10349788,16,Hortaleza,https://wikidata.org/entity/Q1928529,OPERATIVO,40.46939008,-3.65180999,CALLE,LOPEZ DE HOYOS,464,28043,226770,50_LTS_EX
467591,467591_GEO,467591_Address_ID,154,Concepción,https://wikidata.org/entity/Q11915156,15,Ciudad Lineal,https://wikidata.org/entity/Q1763694,OPERATIVO,40.44175709,-3.643862,CALLE,MANIPA,79,28027,226784,50_LTS_EX
467671,467671_GEO,467671_Address_ID,132,San Diego,https://wikidata.org/entity/Q11946851,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,OPERATIVO,40.39164416,-3.666322,CALLE,PARROCO DON EMILIO FRANCO,21,28053,226874,50_LTS_EX
467745,467745_GEO,467745_Address_ID,164,Pinar del Rey,https://wikidata.org/entity/Q10349788,16,Hortaleza,https://wikidata.org/entity/Q1928529,OPERATIVO,40.47472016,-3.64950399,CALLE,ZAHARA DE LOS ATUNES,2,28033,226953,50_LTS_EX
467768,467768_GEO,467768_Address_ID,164,Pinar del Rey,https://wikidata.org/entity/Q10349788,16,Hortaleza,https://wikidata.org/entity/Q1928529,OPERATIVO,40.47402015,-3.65339002,AVENIDA,VIRGEN DEL CARMEN,28,28033,226977,50_LTS_EX
467782,467782_GEO,467782_Address_ID,132,San Diego,https://wikidata.org/entity/Q11946851,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,OPERATIVO,40.3932351,-3.66985699,AVENIDA,MONTE IGUELDO,68,28053,226992,50_LTS_EX
467879,467879_GEO,467879_Address_ID,132,San Diego,https://wikidata.org/entity/Q11946851,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,OPERATIVO,40.38395812,-3.66963196,CALLE,PUERTO DE BALBARAN,21,28053,227098,50_LTS_EX
467902,467902_GEO,467902_Address_ID,164,Pinar del Rey,https://wikidata.org/entity/Q10349788,16,Hortaleza,https://wikidata.org/entity/Q1928529,OPERATIVO,40.47479113,-3.65464999,CALLE,SANLUCAR DE BARRAMEDA,2,28033,227123,50_LTS_EX
467914,467914_GEO,467914_Address_ID,132,San Diego,https://wikidata.org/entity/Q11946851,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,OPERATIVO,40.3889751,-3.67092195,AVENIDA,SAN DIEGO,34,28053,227135,50_LTS_EX
467990,467990_GEO,467990_Address_ID,102,Barrio de Puerta del Ángel,https://wikidata.org/entity/Q31142,10,Latina,https://wikidata.org/entity/Q794954,OPERATIVO,40.4152991,-3.72495796,CALLE,SAAVEDRA FAJARDO,7,28011,227216,50_LTS_EX
468001,468001_GEO,468001_Address_ID,102,Barrio de Puerta del Ángel,https://wikidata.org/entity/Q31142,10,Latina,https://wikidata.org/entity/Q794954,OPERATIVO,40.41654013,-3.72347198,PASEO,MARQUES DE MONISTROL,9,28011,227227,50_LTS_EX
468077,468077_GEO,468077_Address_ID,154,Concepción,https://wikidata.org/entity/Q11915156,15,Ciudad Lineal,https://wikidata.org/entity/Q1763694,OPERATIVO,40.44155209,-3.64796602,CALLE,DOCTOR VALLEJO,99,28027,227309,50_LTS_EX
468103,468103_GEO,468103_Address_ID,166,Valdefuentes,https://wikidata.org/entity/Q10388714,16,Hortaleza,https://wikidata.org/entity/Q1928529,OPERATIVO,40.49405011,-3.64913997,AVENIDA,NICETO ALCALA ZAMORA,20,28050,227336,50_LTS_EX
468131,468131_GEO,468131_Address_ID,091,Casa de Campo,https://wikidata.org/entity/Q16302441,09,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,OPERATIVO,40.41250617,-3.73503795,AVENIDA,PORTUGAL,121,28011,227368,50_LTS_EX
468146,468146_GEO,468146_Address_ID,055,Nueva España,https://wikidata.org/entity/Q10338128,05,Chamartín,https://wikidata.org/entity/Q1766348,OPERATIVO,40.46487424,-3.68535816,CALLE,FRANCISCO SUAREZ,2,28036,227383,50_LTS_EX
468173,468173_GEO,468173_Address_ID,102,Barrio de Puerta del Ángel,https://wikidata.org/entity/Q31142,10,Latina,https://wikidata.org/entity/Q794954,OPERATIVO,40.41142014,-3.73787894,AVENIDA,PORTUGAL,155 A,28011,227410,50_LTS_EX
468189,468189_GEO,468189_Address_ID,102,Barrio de Puerta del Ángel,https://wikidata.org/entity/Q31142,10,Latina,https://wikidata.org/entity/Q794954,OPERATIVO,40.41061509,-3.73895103,AVENIDA,PORTUGAL,157 B,28011,227427,50_LTS_EX
468193,468193_GEO,468193_Address_ID,155,San Pascual,https://wikidata.org/entity/Q165612,15,Ciudad Lineal,https://wikidata.org/entity/Q1763694,OPERATIVO,40.44370617,-3.64903805,CALLE,CARLOTA O'NEILL,32,28027,227431,50_LTS_EX
468289,468289_GEO,468289_Address_ID,055,Nueva España,https://wikidata.org/entity/Q10338128,05,Chamartín,https://wikidata.org/entity/Q1766348,OPERATIVO,40.46482014,-3.68318997,CALLE,FRANCISCO SUAREZ,11 A,28036,227529,50_LTS_EX
468443,468443_GEO,468443_Address_ID,055,Nueva España,https://wikidata.org/entity/Q10338128,05,Chamartín,https://wikidata.org/entity/Q1766348,OPERATIVO,40.46256977,-3.6850355,CALLE,PADRE DAMIAN,47,28036,227689,50_LTS_EX
468461,468461_GEO,468461_Address_ID,055,Nueva España,https://wikidata.org/entity/Q10338128,05,Chamartín,https://wikidata.org/entity/Q1766348,OPERATIVO,40.46332015,-3.68496999,CALLE,APOLONIO MORALES,1,28036,227708,50_LTS_EX
468238,468238_GEO,468238_Address_ID,056,Castilla,https://wikidata.org/entity/Q3813735,05,Chamartín,https://wikidata.org/entity/Q1766348,OPERATIVO,40.46761015,-3.68787996,CALLE,AGUSTIN DE FOXA,8,28036,227476,50_LTS_EX
468265,468265_GEO,468265_Address_ID,166,Valdefuentes,https://wikidata.org/entity/Q10388714,16,Hortaleza,https://wikidata.org/entity/Q1928529,OPERATIVO,40.49287014,-3.65124994,CALLE,ISABEL CLARA EUGENIA,33,28050,227504,50_LTS_EX
468304,468304_GEO,468304_Address_ID,055,Nueva España,https://wikidata.org/entity/Q10338128,05,Chamartín,https://wikidata.org/entity/Q1766348,OPERATIVO,40.46443015,-3.68098997,CALLE,MENENDEZ PIDAL,32,28036,227545,50_LTS_EX
468305,468305_GEO,468305_Address_ID,154,Concepción,https://wikidata.org/entity/Q11915156,15,Ciudad Lineal,https://wikidata.org/entity/Q1763694,OPERATIVO,40.4430051,-3.63993801,CALLE,MARQUES DE HOYOS,7,28027,227546,50_LTS_EX
465163,465163_GEO,465163_Address_ID,163,Canillas,https://wikidata.org/entity/Q9694341,16,Hortaleza,https://wikidata.org/entity/Q1928529,OPERATIVO,40.4649501,-3.62787005,CALLE,EL PROVENCIO,22,28043,224177,50_LTS_EX
